T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12	T13	T14	T15	T16
21.813	22.063	21.875	22.375	21.750	22.188	21.938	22.188	22.000	22.438	22.063	22.438	22.000	22.500	21.938	22.250	
21.813	22.125	21.875	22.375	21.750	22.188	21.875	22.188	21.938	22.438	22.063	22.438	22.000	22.500	21.938	22.250	
21.813	22.063	21.875	22.375	21.750	22.188	21.875	22.188	21.938	22.438	22.063	22.438	22.000	22.500	21.938	22.250	
21.750	22.125	21.813	22.375	21.750	22.188	21.875	22.188	21.938	22.438	22.063	22.438	22.000	22.500	21.938	22.250	
21.750	22.125	21.875	22.375	21.750	22.125	21.875	22.188	21.938	22.438	22.063	22.438	22.000	22.500	21.938	22.250	
21.750	22.063	21.813	22.375	21.750	22.125	21.875	22.188	21.938	22.375	22.000	22.375	22.000	22.500	21.875	22.188	
21.750	22.063	21.813	22.375	21.750	22.125	21.813	22.188	21.938	22.375	22.000	22.375	22.000	22.500	21.875	22.250	
21.813	22.125	21.875	22.375	21.750	22.188	21.875	22.188	22.000	22.438	22.063	22.438	22.000	22.500	21.875	22.250	
21.813	22.125	21.813	22.375	21.750	22.125	21.875	22.188	21.938	22.438	22.063	22.438	22.000	22.438	21.938	22.188	
21.750	22.125	21.875	22.375	21.750	22.125	21.875	22.188	21.938	22.438	22.063	22.438	22.000	22.500	21.875	22.188	
21.750	22.125	21.813	22.375	21.750	22.125	21.813	22.188	21.938	22.438	22.063	22.438	22.000	22.500	21.875	22.250	
21.750	22.063	21.813	22.375	21.688	22.188	21.813	22.188	21.938	22.438	22.000	22.438	21.938	22.500	21.875	22.250	
21.750	22.063	21.813	22.375	21.688	22.125	21.813	22.188	21.938	22.438	22.063	22.438	21.938	22.500	21.875	22.250	
21.750	22.063	21.813	22.375	21.750	22.125	21.875	22.188	21.938	22.438	22.063	22.375	22.000	22.500	21.938	22.250	
21.750	22.063	21.813	22.375	21.750	22.125	21.875	22.188	21.938	22.375	22.063	22.438	22.000	22.500	21.938	22.250	
21.750	22.063	21.813	22.375	21.750	22.125	21.875	22.188	21.938	22.438	22.063	22.375	21.938	22.500	21.875	22.188	
21.750	22.063	21.813	22.375	21.750	22.125	21.875	22.188	21.938	22.438	22.063	22.438	22.000	22.500	21.875	22.250	
21.750	22.063	21.813	22.313	21.688	22.125	21.813	22.125	21.938	22.375	22.000	22.375	21.938	22.438	21.875	22.188	
21.750	22.063	21.813	22.375	21.688	22.125	21.813	22.125	21.938	22.438	22.000	22.438	21.938	22.438	21.875	22.188	
21.750	22.063	21.813	22.313	21.688	22.125	21.813	22.125	21.938	22.438	22.000	22.375	21.938	22.438	21.875	22.188	
21.750	22.063	21.813	22.375	21.688	22.125	21.813	22.188	21.938	22.438	22.000	22.375	21.938	22.438	21.875	22.188	
21.750	22.063	21.813	22.313	21.688	22.125	21.813	22.125	21.938	22.375	22.000	22.375	21.938	22.438	21.875	22.188	
21.750	22.000	21.813	22.313	21.688	22.125	21.813	22.125	21.938	22.375	22.000	22.375	21.938	22.438	21.875	22.188	
21.750	22.063	21.813	22.313	21.688	22.125	21.813	22.125	21.938	22.375	22.000	22.375	21.938	22.438	21.875	22.188	
21.750	22.063	21.813	22.313	21.688	22.125	21.813	22.188	21.938	22.375	22.000	22.375	21.938	22.438	21.875	22.188	
21.750	22.000	21.813	22.313	21.688	22.125	21.813	22.125	21.875	22.375	22.000	22.375	21.938	22.438	21.875	22.188	
21.750	22.063	21.813	22.313	21.688	22.125	21.813	22.125	21.875	22.375	22.000	22.375	21.938	22.438	21.875	22.188	
21.750	22.063	21.813	22.313	21.688	22.125	21.813	22.125	21.938	22.375	22.000	22.375	21.938	22.438	21.875	22.188	
21.750	22.000	21.813	22.313	21.688	22.125	21.813	22.125	21.938	22.375	22.000	22.375	21.938	22.438	21.875	22.188	
21.750	22.000	21.813	22.313	21.688	22.125	21.813	22.125	21.875	22.375	22.000	22.375	21.938	22.438	21.875	22.188	
21.750	22.000	21.813	22.313	21.688	22.063	21.813	22.125	21.875	22.375	22.000	22.375	21.938	22.438	21.875	22.188	
21.750	22.000	21.813	22.313	21.688	22.125	21.813	22.125	21.875	22.375	22.000	22.375	21.938	22.438	21.875	22.188	
21.750	22.000	21.813	22.313	21.688	22.125	21.813	22.125	21.875	22.313	22.000	22.375	21.938	22.438	21.875	22.188	
21.688	22.000	21.813	22.313	21.625	22.125	21.813	22.125	21.875	22.313	22.000	22.375	21.938	22.438	21.875	22.188	
21.688	22.000	21.813	22.313	21.625	22.063	21.813	22.125	21.875	22.313	22.000	22.375	21.938	22.438	21.813	22.188	
21.688	22.000	21.813	22.313	21.625	22.125	21.813	22.125	21.875	22.375	22.000	22.375	21.938	22.438	21.875	22.125	
21.688	22.000	21.750	22.313	21.625	22.063	21.813	22.125	21.875	22.375	22.000	22.375	21.875	22.438	21.875	22.125	
21.688	22.000	21.813	22.250	21.688	22.063	21.813	22.063	21.875	22.313	22.000	22.375	21.938	22.438	21.875	22.188	
21.688	22.000	21.813	22.313	21.625	22.063	21.813	22.125	21.875	22.313	22.000	22.375	21.938	22.438	21.875	22.188	
21.750	22.063	21.813	22.313	21.688	22.063	21.813	22.125	21.875	22.313	22.000	22.313	21.938	22.438	21.875	22.188	
21.750	22.063	21.813	22.313	21.688	22.125	21.813	22.125	21.875	22.375	22.000	22.375	21.938	22.438	21.875	22.188	
21.688	22.000	21.750	22.250	21.625	22.063	21.813	22.063	21.875	22.313	21.938	22.313	21.875	22.375	21.813	22.188	
21.688	22.000	21.750	22.313	21.625	22.063	21.750	22.063	21.875	22.313	22.000	22.313	21.875	22.375	21.813	22.188	
21.750	22.063	21.813	22.313	21.688	22.063	21.813	22.063	21.938	22.375	22.000	22.375	21.938	22.438	21.813	22.125	
21.750	22.063	21.813	22.313	21.688	22.063	21.813	22.125	21.938	22.375	22.000	22.375	21.938	22.438	21.875	22.125	
21.688	22.000	21.750	22.313	21.625	22.063	21.813	22.125	21.875	22.375	21.938	22.375	21.938	22.438	21.875	22.125	
21.688	22.000	21.813	22.313	21.625	22.063	21.813	22.125	21.875	22.375	22.000	22.313	21.938	22.438	21.875	22.125	
21.750	22.000	21.813	22.313	21.688	22.063	21.813	22.125	21.875	22.313	22.000	22.375	21.938	22.438	21.875	22.188	
21.750	22.000	21.813	22.313	21.688	22.063	21.813	22.125	21.875	22.375	22.000	22.375	21.938	22.438	21.875	22.125	
21.688	22.000	21.750	22.313	21.625	22.063	21.813	22.063	21.875	22.375	21.938	22.313	21.938	22.375	21.813	22.125	
21.750	22.000	21.750	22.250	21.625	22.063	21.813	22.063	21.875	22.313	21.938	22.375	21.938	22.375	21.813	22.125	
21.750	22.000	21.813	22.313	21.625	22.063	21.813	22.063	21.875	22.375	22.000	22.375	21.938	22.375	21.813	22.125	
21.750	22.000	21.813	22.313	21.625	22.063	21.813	22.125	21.875	22.313	22.000	22.375	21.938	22.438	21.813	22.125	
21.688	22.000	21.750	22.250	21.625	22.063	21.750	22.063	21.875	22.313	21.938	22.313	21.875	22.375	21.813	22.125	
21.688	22.000	21.750	22.250	21.625	22.063	21.750	22.063	21.875	22.313	21.938	22.313	21.875	22.375	21.813	22.125	
21.688	22.000	21.750	22.250	21.625	22.063	21.750	22.063	21.875	22.313	21.938	22.313	21.938	22.375	21.813	22.125	
21.688	22.000	21.750	22.313	21.625	22.063	21.813	22.063	21.875	22.313	21.938	22.313	21.938	22.375	21.813	22.125	
21.688	22.000	21.750	22.313	21.625	22.063	21.750	22.063	21.875	22.313	22.000	22.313	21.875	22.375	21.813	22.125	
21.688	22.000	21.750	22.313	21.625	22.063	21.750	22.063	21.875	22.313	21.938	22.313	21.875	22.438	21.875	22.125	
21.688	22.000	21.750	22.250	21.625	22.063	21.750	22.063	21.875	22.313	21.938	22.313	21.875	22.375	21.813	22.125	
21.688	22.000	21.750	22.250	21.625	22.063	21.750	22.063	21.813	22.313	21.938	22.313	21.875	22.375	21.813	22.125	
21.688	22.000	21.750	22.313	21.625	22.063	21.813	22.063	21.813	22.313	21.938	22.313	21.875	22.375	21.813	22.125	
21.688	22.000	21.750	22.250	21.625	22.063	21.813	22.063	21.875	22.313	21.938	22.313	21.875	22.375	21.813	22.125	
21.688	21.938	21.750	22.250	21.625	22.063	21.750	22.063	21.813	22.313	21.938	22.313	21.875	22.375	21.813	22.125	
21.688	22.000	21.750	22.250	21.625	22.063	21.750	22.063	21.813	22.313	21.938	22.313	21.875	22.375	21.813	22.125	
21.688	22.000	21.750	22.250	21.625	22.063	21.750	22.063	21.875	22.313	21.938	22.313	21.875	22.375	21.813	22.125	
21.688	22.000	21.750	22.250	21.625	22.063	21.813	22.063	21.875	22.313	21.938	22.313	21.875	22.375	21.813	22.125	
21.688	21.938	21.750	22.250	21.625	22.000	21.750	22.063	21.813	22.250	21.938	22.313	21.875	22.375	21.813	22.125	
21.688	21.938	21.750	22.250	21.625	22.000	21.750	22.063	21.813	22.250	21.938	22.313	21.875	22.375	21.813	22.125	
21.688	22.000	21.750	22.250	21.625	22.063	21.750	22.063	21.813	22.250	21.938	22.313	21.813	22.375	21.813	22.125	
21.688	22.000	21.750	22.250	21.625	22.063	21.750	22.063	21.813	22.313	21.938	22.313	21.875	22.375	21.813	22.125	
21.688	22.000	21.750	22.250	21.625	22.063	21.750	22.063	21.875	22.313	21.938	22.313	21.875	22.375	21.813	22.125	
21.688	21.938	21.750	22.250	21.625	22.063	21.750	22.063	21.875	22.313	21.938	22.313	21.875	22.375	21.813	22.125	
21.688	22.000	21.750	22.250	21.625	22.063	21.750	22.063	21.813	22.313	21.938	22.313	21.875	22.375	21.813	22.125	
21.688	21.938	21.750	22.250	21.625	22.063	21.750	22.063	21.813	22.313	21.938	22.313	21.875	22.375	21.813	22.125	
21.688	21.938	21.750	22.250	21.625	22.063	21.750	22.063	21.813	22.313	21.938	22.313	21.875	22.375	21.813	22.125	
21.688	21.938	21.750	22.250	21.625	22.063	21.750	22.063	21.813	22.313	21.938	22.313	21.875	22.375	21.813	22.125	
21.688	21.938	21.750	22.250	21.625	22.063	21.750	22.063	21.813	22.250	21.938	22.250	21.875	22.375	21.813	22.125	
21.688	21.938	21.750	22.250	21.625	22.063	21.750	22.063	21.813	22.250	21.938	22.250	21.875	22.375	21.813	22.063	
21.625	21.938	21.750	22.250	21.625	22.063	21.750	22.063	21.813	22.313	21.875	22.313	21.875	22.375	21.813	22.125	
21.688	21.938	21.688	22.250	21.563	22.000	21.750	22.063	21.813	22.250	21.875	22.313	21.813	22.313	21.813	22.125	
21.688	22.000	21.750	22.250	21.625	22.063	21.750	22.063	21.813	22.313	21.938	22.313	21.875	22.375	21.750	22.063	
21.688	21.938	21.688	22.250	21.625	22.063	21.750	22.063	21.813	22.313	21.938	22.313	21.875	22.375	21.750	22.063	
21.688	21.938	21.750	22.250	21.625	22.000	21.750	22.063	21.813	22.313	21.938	22.313	21.875	22.375	21.750	22.125	
21.688	22.000	21.750	22.250	21.625	22.063	21.750	22.063	21.813	22.313	21.938	22.313	21.875	22.375	21.750	22.125	
21.688	21.938	21.750	22.250	21.625	22.000	21.750	22.063	21.875	22.250	21.938	22.313	21.875	22.375	21.813	22.063	
21.625	22.000	21.750	22.250	21.625	22.063	21.750	22.063	21.875	22.313	21.938	22.313	21.875	22.375	21.813	22.125	
21.688	21.938	21.688	22.188	21.625	22.000	21.750	22.000	21.813	22.313	21.938	22.250	21.813	22.375	21.750	22.063	
21.688	21.938	21.688	22.250	21.625	22.000	21.750	22.000	21.813	22.250	21.875	22.250	21.813	22.313	21.750	22.063	
21.688	21.938	21.688	22.250	21.625	22.000	21.750	22.000	21.813	22.250	21.875	22.313	21.875	22.313	21.750	22.063	
21.688	21.938	21.688	22.250	21.625	22.000	21.750	22.000	21.813	22.313	21.938	22.313	21.875	22.313	21.750	22.063	
21.688	21.938	21.688	22.250	21.625	22.000	21.750	22.000	21.813	22.250	21.875	22.250	21.813	22.313	21.750	22.063	
21.688	21.938	21.688	22.250	21.625	22.000	21.750	22.000	21.813	22.250	21.938	22.250	21.813	22.313	21.750	22.063	
21.688	21.938	21.688	22.250	21.625	22.000	21.750	22.000	21.813	22.313	21.938	22.250	21.875	22.313	21.750	22.063	
21.688	21.938	21.750	22.250	21.625	22.000	21.688	22.000	21.813	22.250	21.938	22.313	21.875	22.313	21.750	22.063	
21.688	21.938	21.688	22.250	21.625	22.000	21.750	22.063	21.813	22.313	21.875	22.250	21.875	22.313	21.750	22.063	
21.688	21.938	21.688	22.250	21.625	22.000	21.750	22.063	21.813	22.313	21.875	22.313	21.813	22.313	21.750	22.063	
21.688	21.938	21.688	22.250	21.625	22.000	21.750	22.000	21.813	22.250	21.875	22.313	21.813	22.313	21.750	22.063	
21.688	21.938	21.688	22.188	21.625	22.000	21.750	22.000	21.750	22.250	21.875	22.250	21.813	22.313	21.750	22.063	
21.625	21.938	21.688	22.188	21.625	22.000	21.750	22.063	21.813	22.250	21.875	22.250	21.813	22.375	21.750	22.063	
21.625	21.938	21.688	22.250	21.625	22.000	21.750	22.063	21.813	22.250	21.875	22.250	21.875	22.313	21.813	22.063	
21.688	21.938	21.750	22.250	21.625	22.000	21.750	22.000	21.813	22.313	21.875	22.313	21.875	22.375	21.750	22.063	
21.688	21.938	21.750	22.250	21.625	22.000	21.750	22.063	21.813	22.313	21.938	22.250	21.875	22.375	21.750	22.063	
21.625	21.938	21.688	22.250	21.563	22.000	21.750	22.063	21.813	22.250	21.875	22.250	21.813	22.313	21.750	22.063	
21.625	21.938	21.688	22.188	21.625	22.000	21.750	22.000	21.813	22.250	21.875	22.250	21.813	22.313	21.750	22.063	
21.625	21.938	21.688	22.188	21.625	22.000	21.688	22.000	21.813	22.250	21.875	22.250	21.813	22.313	21.750	22.063	
21.625	21.938	21.688	22.188	21.625	22.000	21.688	22.000	21.813	22.250	21.875	22.250	21.813	22.313	21.750	22.063	
21.625	21.938	21.688	22.188	21.563	21.938	21.688	22.000	21.750	22.250	21.875	22.250	21.813	22.313	21.750	22.063	
21.625	21.938	21.688	22.188	21.563	22.000	21.688	22.000	21.813	22.250	21.875	22.250	21.813	22.313	21.750	22.063	
21.625	21.938	21.688	22.188	21.563	22.000	21.750	22.000	21.750	22.250	21.875	22.250	21.813	22.313	21.750	22.063	
21.625	21.938	21.688	22.188	21.563	22.000	21.750	22.000	21.813	22.250	21.875	22.250	21.813	22.313	21.750	22.063	
21.625	21.938	21.688	22.188	21.625	22.000	21.750	22.000	21.813	22.250	21.875	22.250	21.813	22.313	21.750	22.063	
21.625	21.875	21.688	22.188	21.563	22.000	21.688	22.000	21.750	22.250	21.875	22.250	21.813	22.313	21.750	22.063	
21.625	21.938	21.688	22.188	21.563	22.000	21.688	22.000	21.750	22.250	21.875	22.250	21.813	22.313	21.750	22.063	
21.625	21.938	21.688	22.188	21.625	22.000	21.688	22.000	21.813	22.250	21.875	22.250	21.813	22.313	21.750	22.063	
21.625	21.938	21.688	22.188	21.625	22.000	21.688	22.000	21.813	22.250	21.875	22.250	21.875	22.313	21.750	22.063	
21.625	21.938	21.688	22.188	21.625	22.000	21.688	22.000	21.813	22.250	21.875	22.250	21.813	22.313	21.750	22.063	
21.688	21.938	21.688	22.188	21.625	22.000	21.750	22.000	21.813	22.250	21.875	22.250	21.813	22.313	21.750	22.063	
21.625	21.938	21.688	22.188	21.625	22.000	21.750	22.000	21.813	22.250	21.875	22.250	21.813	22.313	21.750	22.063	
21.625	21.938	21.688	22.188	21.625	21.938	21.688	22.000	21.813	22.250	21.875	22.250	21.813	22.313	21.750	22.063	
21.625	21.875	21.688	22.188	21.563	22.000	21.688	22.000	21.750	22.250	21.875	22.250	21.813	22.313	21.750	22.063	
21.625	21.938	21.688	22.188	21.563	22.000	21.688	22.000	21.813	22.250	21.875	22.250	21.813	22.313	21.750	22.063	
21.625	21.938	21.688	22.188	21.563	22.000	21.688	22.000	21.813	22.250	21.875	22.250	21.813	22.313	21.750	22.063	
21.625	21.875	21.688	22.188	21.563	21.938	21.688	22.000	21.750	22.250	21.875	22.250	21.813	22.313	21.750	22.063	
21.625	21.938	21.688	22.188	21.563	22.000	21.688	22.000	21.750	22.250	21.875	22.250	21.813	22.313	21.750	22.063	
21.625	21.875	21.688	22.188	21.563	22.000	21.688	22.000	21.750	22.250	21.875	22.250	21.813	22.313	21.750	22.063	
21.625	21.938	21.688	22.188	21.625	22.000	21.688	22.000	21.750	22.250	21.875	22.250	21.813	22.313	21.750	22.063	
21.625	21.938	21.688	22.188	21.563	22.000	21.688	22.000	21.813	22.313	21.875	22.250	21.813	22.313	21.750	22.063	
21.625	21.938	21.688	22.188	21.625	22.000	21.688	22.000	21.813	22.313	21.875	22.250	21.813	22.313	21.750	22.063	
21.625	21.938	21.688	22.188	21.563	22.000	21.688	22.000	21.750	22.250	21.875	22.250	21.813	22.313	21.750	22.063	
21.625	21.938	21.688	22.188	21.563	22.000	21.750	22.000	21.750	22.250	21.875	22.250	21.813	22.313	21.750	22.000	
21.625	21.938	21.688	22.188	21.563	22.000	21.688	22.000	21.750	22.250	21.875	22.250	21.813	22.313	21.750	22.000	
21.625	21.875	21.688	22.188	21.563	22.000	21.688	22.000	21.750	22.250	21.875	22.250	21.813	22.313	21.750	22.000	
21.625	21.875	21.688	22.188	21.563	22.000	21.688	22.000	21.750	22.250	21.875	22.250	21.813	22.313	21.750	22.063	
21.625	21.875	21.688	22.188	21.563	22.000	21.688	22.000	21.813	22.250	21.875	22.250	21.813	22.313	21.750	22.063	
21.625	21.875	21.625	22.188	21.563	21.938	21.688	22.000	21.750	22.250	21.875	22.250	21.813	22.313	21.750	22.063	
21.625	21.875	21.625	22.188	21.563	22.000	21.688	22.000	21.750	22.250	21.875	22.250	21.813	22.313	21.750	22.063	
21.625	21.875	21.688	22.188	21.563	21.938	21.688	22.000	21.750	22.188	21.875	22.250	21.813	22.313	21.750	22.063	
21.625	21.875	21.688	22.188	21.563	22.000	21.688	22.000	21.750	22.188	21.875	22.250	21.813	22.313	21.750	22.063	
21.625	21.938	21.688	22.188	21.563	21.938	21.688	22.000	21.750	22.250	21.875	22.250	21.813	22.313	21.750	22.000	
21.625	21.938	21.688	22.188	21.563	21.938	21.688	22.000	21.750	22.250	21.875	22.250	21.813	22.313	21.750	22.000	
21.625	21.875	21.688	22.188	21.563	21.938	21.688	22.000	21.750	22.250	21.875	22.250	21.813	22.313	21.750	22.063	
21.625	21.938	21.688	22.188	21.563	22.000	21.688	22.000	21.750	22.250	21.875	22.250	21.813	22.313	21.750	22.063	
21.563	21.875	21.688	22.125	21.563	22.000	21.688	22.000	21.750	22.188	21.875	22.188	21.813	22.313	21.750	22.063	
21.625	21.875	21.688	22.188	21.563	21.938	21.688	22.000	21.750	22.188	21.875	22.250	21.813	22.313	21.750	22.063	
21.625	21.875	21.688	22.188	21.563	22.000	21.688	22.000	21.750	22.250	21.875	22.250	21.813	22.313	21.750	22.000	
21.625	21.875	21.688	22.188	21.563	21.938	21.688	22.000	21.750	22.250	21.875	22.250	21.813	22.313	21.750	22.000	
21.625	21.875	21.688	22.188	21.563	21.938	21.688	21.938	21.750	22.188	21.875	22.188	21.813	22.250	21.688	22.000	
21.563	21.875	21.625	22.125	21.563	21.938	21.688	21.938	21.750	22.188	21.875	22.188	21.813	22.250	21.688	22.000	
21.625	21.875	21.688	22.188	21.563	21.938	21.688	21.938	21.750	22.250	21.875	22.188	21.813	22.250	21.688	22.000	
21.625	21.875	21.688	22.188	21.563	21.938	21.688	22.000	21.750	22.250	21.875	22.188	21.813	22.250	21.750	22.000	
21.625	21.938	21.688	22.188	21.563	22.000	21.688	22.000	21.750	22.250	21.875	22.250	21.813	22.313	21.750	22.063	
21.625	21.938	21.688	22.188	21.563	22.000	21.688	22.000	21.750	22.250	21.875	22.250	21.813	22.313	21.750	22.063	
21.563	21.875	21.688	22.188	21.563	21.938	21.625	21.938	21.750	22.250	21.875	22.188	21.813	22.250	21.688	22.000	
21.625	21.875	21.688	22.125	21.563	21.938	21.688	21.938	21.750	22.250	21.875	22.188	21.813	22.250	21.688	22.000	
21.625	21.875	21.688	22.188	21.563	21.938	21.688	21.938	21.750	22.250	21.875	22.250	21.813	22.313	21.750	22.000	
21.625	21.875	21.688	22.188	21.563	22.000	21.688	21.938	21.750	22.250	21.875	22.250	21.813	22.250	21.750	22.000	
21.625	21.875	21.688	22.188	21.563	21.938	21.688	22.000	21.750	22.188	21.875	22.250	21.813	22.313	21.750	22.063	
21.625	21.875	21.688	22.188	21.563	22.000	21.688	22.000	21.750	22.250	21.875	22.250	21.813	22.313	21.750	22.000	
21.625	21.875	21.688	22.188	21.563	21.938	21.688	22.000	21.750	22.250	21.875	22.250	21.813	22.250	21.750	22.000	
21.625	21.938	21.688	22.188	21.563	21.938	21.688	22.000	21.750	22.250	21.875	22.250	21.813	22.313	21.750	22.000	
21.625	21.875	21.688	22.125	21.563	21.938	21.688	21.938	21.750	22.188	21.875	22.188	21.813	22.250	21.750	22.000	
21.625	21.875	21.688	22.125	21.563	21.938	21.688	21.938	21.750	22.188	21.875	22.188	21.813	22.313	21.688	22.000	
21.625	21.875	21.688	22.188	21.563	21.938	21.688	21.938	21.750	22.188	21.875	22.188	21.813	22.250	21.688	22.000	
21.563	21.875	21.688	22.188	21.563	21.938	21.688	21.938	21.750	22.188	21.875	22.188	21.813	22.250	21.688	22.000	
21.625	21.875	21.688	22.188	21.563	21.938	21.688	21.938	21.750	22.188	21.875	22.188	21.813	22.250	21.688	22.000	
21.563	21.875	21.688	22.125	21.563	21.938	21.688	21.938	21.750	22.188	21.813	22.188	21.813	22.250	21.688	22.000	
21.563	21.875	21.625	22.125	21.563	21.938	21.688	21.938	21.750	22.188	21.875	22.250	21.813	22.250	21.750	22.000	
21.625	21.875	21.688	22.188	21.563	21.938	21.688	22.000	21.750	22.188	21.875	22.188	21.813	22.250	21.750	22.000	
21.625	21.875	21.688	22.125	21.563	22.000	21.688	22.000	21.750	22.188	21.875	22.188	21.813	22.313	21.750	22.000	
21.563	21.875	21.688	22.125	21.563	21.938	21.688	22.000	21.750	22.188	21.813	22.188	21.813	22.250	21.750	22.000	
21.625	21.875	21.625	22.125	21.563	21.938	21.688	22.000	21.750	22.188	21.875	22.188	21.813	22.250	21.750	22.000	
21.563	21.875	21.625	22.125	21.563	21.938	21.688	21.938	21.750	22.188	21.813	22.188	21.813	22.250	21.688	22.000	
21.625	21.875	21.625	22.125	21.563	21.938	21.625	21.938	21.750	22.188	21.875	22.188	21.813	22.250	21.688	22.000	
21.625	21.875	21.625	22.188	21.563	21.938	21.625	21.938	21.750	22.188	21.875	22.188	21.813	22.250	21.688	22.000	
21.625	21.875	21.688	22.125	21.563	21.938	21.688	21.938	21.750	22.188	21.875	22.188	21.813	22.250	21.750	22.000	
21.625	21.875	21.688	22.125	21.563	21.938	21.688	22.000	21.750	22.188	21.875	22.188	21.813	22.250	21.750	22.000	
21.625	21.875	21.688	22.125	21.563	21.938	21.688	21.938	21.750	22.188	21.875	22.188	21.813	22.250	21.688	22.000	
21.625	21.875	21.688	22.125	21.563	21.938	21.688	21.938	21.750	22.188	21.875	22.188	21.750	22.250	21.688	22.000	
21.625	21.875	21.688	22.125	21.563	21.938	21.688	21.938	21.750	22.188	21.813	22.188	21.813	22.250	21.688	22.000	
21.625	21.875	21.625	22.188	21.563	21.938	21.688	21.938	21.750	22.188	21.875	22.250	21.750	22.250	21.688	22.000	
21.625	21.875	21.688	22.125	21.563	21.938	21.688	21.938	21.750	22.188	21.813	22.188	21.750	22.250	21.688	22.000	
